a b c d
381	-6.74	-4.28	-2.09
382	-6.70	-4.27	-1.81
383	-6.66	-4.07	-1.70
384	-6.50	-3.87	-1.73
385	-6.64	-3.97	-1.53
386	-6.76	-3.88	-1.40
387	-6.37	-3.61	-1.29
388	-6.46	-3.41	-0.83
389	-6.07	-3.36	-0.54
390	-6.12	-3.23	-0.66
391	-5.81	-3.15	-0.56
392	-5.84	-3.11	-0.59
393	-5.51	-2.69	-0.35
394	-4.68	-2.24	0.25
395	-4.30	-2.00	0.39
396	-4.18	-1.87	0.54
397	-3.72	-1.43	0.92
398	-3.53	-1.21	0.97
399	-3.46	-1.08	1.24
400	-3.21	-0.88	1.52
401	-3.12	-0.63	1.74
402	-2.47	-0.17	2.03
403	-2.39	0.01	2.43
404	-2.17	0.01	2.55
405	-2.02	0.30	2.49
406	-2.03	0.33	2.52
407	-1.78	0.34	2.66
408	-1.74	0.54	3.05
409	-1.44	0.57	2.66
410	-1.58	0.52	2.81
411	-1.79	0.39	2.40
412	-1.86	0.45	2.58
413	-1.89	0.32	2.39
414	-2.00	0.15	2.33
415	-1.96	0.06	2.24
416	-2.00	-0.04	1.92
417	-2.16	-0.07	2.06
418	-2.11	-0.15	2.15
419	-2.46	-0.32	1.71
420	-2.84	-0.49	1.55
421	-3.21	-0.77	1.53
422	-3.62	-1.23	1.22
423	-4.26	-1.47	0.81
424	-4.64	-1.85	0.76
425	-5.31	-2.50	-0.40
426	-5.51	-3.12	-1.11
427	-5.93	-3.39	-1.26
428	-6.03	-3.64	-1.36
429	-6.41	-3.96	-1.76
430	-6.92	-4.10	-2.03
431	-7.00	-4.36	-1.97
432	-6.97	-4.36	-2.16
433	-7.36	-4.59	-2.41
434	-7.60	-4.55	-2.11
435	-7.21	-4.76	-2.38
436	-8.02	-4.94	-2.32
437	-8.06	-5.04	-2.72
438	-8.20	-5.19	-2.73
439	-8.21	-5.14	-2.73
440	-7.91	-5.07	-2.68
441	-7.78	-4.89	-2.56
442	-7.22	-4.60	-2.22
443	-7.11	-4.43	-2.21
444	-7.01	-4.40	-2.04
445	-7.13	-4.43	-2.14
446	-7.37	-4.79	-2.61
447	-7.22	-4.81	-2.46
448	-7.30	-4.76	-2.54
449	-7.48	-4.89	-2.57
450	-7.43	-4.96	-2.73
451	-7.59	-4.83	-2.57
452	-7.56	-4.87	-2.36
453	-7.59	-4.99	-2.55
454	-7.82	-4.99	-2.59
455	-7.92	-5.23	-2.63
456	-8.23	-5.14	-2.61
457	-8.51	-5.20	-2.64
458	-8.70	-5.44	-2.67
459	-8.92	-5.43	-2.77
460	-9.43	-6.43	-3.59
461	-9.64	-6.28	-3.62
462	-9.08	-5.98	-3.37
463	-8.90	-5.74	-3.25
464	-8.52	-5.74	-3.06
465	-8.92	-5.77	-2.98
466	-9.18	-5.83	-3.01
467	-9.26	-5.98	-3.31
468	-9.44	-6.09	-2.90
469	-9.45	-6.12	-3.21
470	-9.23	-6.06	-3.00
471	-9.43	-5.99	-3.06
472	-8.95	-5.90	-2.75
473	-9.13	-5.92	-2.86
474	-9.08	-5.87	-3.20
475	-9.02	-5.79	-2.73
476	-9.09	-5.91	-2.99
477	-9.28	-5.78	-2.94
478	-8.92	-5.48	-2.90
479	-8.48	-5.41	-2.71
480	-8.18	-5.19	-2.40
481	-7.83	-4.89	-2.43
482	-7.49	-4.52	-2.11
483	-7.06	-4.14	-1.36
484	-6.23	-3.54	-1.03
485	-5.88	-3.36	-0.99
486	-5.97	-3.29	-0.69
487	-6.03	-3.21	-0.76
488	-5.85	-3.05	-0.81
489	-5.54	-2.84	-0.28
490	-5.25	-2.63	-0.14
491	-4.60	-2.29	0.26
492	-4.64	-2.22	0.14
493	-4.12	-2.00	0.32
494	-4.22	-1.88	0.56
495	-4.49	-2.01	0.21
496	-4.62	-2.21	0.14
497	-4.62	-2.27	-0.18
498	-4.78	-2.30	0.03
499	-4.76	-2.40	-0.13
500	-5.08	-2.40	-0.30
501	-4.87	-2.35	-0.21
502	-4.85	-2.27	-0.27
503	-5.09	-2.44	-0.25
504	-4.75	-2.32	0.00
505	-5.28	-2.36	0.06
506	-5.10	-2.37	-0.16
507	-4.81	-2.29	0.21
508	-4.45	-2.25	0.06
509	-4.86	-2.34	0.14
510	-4.96	-2.48	-0.15
511	-5.39	-2.65	-0.56
512	-5.23	-2.86	-0.74
513	-5.60	-2.99	-0.59
514	-5.75	-3.19	-0.82
515	-5.93	-3.10	-0.79
516	-5.62	-3.06	-0.91
517	-5.57	-3.15	-0.94
518	-5.81	-3.26	-1.06
519	-5.76	-3.20	-0.98
520	-5.73	-3.25	-0.83
521	-5.56	-3.15	-0.97
522	-5.61	-3.12	-1.07
523	-5.64	-2.97	-0.84
524	-5.33	-2.92	-0.74
525	-5.23	-2.69	-0.37
526	-4.99	-2.69	-0.51
527	-5.60	-2.81	-0.56
528	-5.57	-2.94	-0.64
529	-5.75	-3.13	-0.64
530	-5.67	-3.23	-0.76
531	-6.01	-3.34	-0.87
532	-6.21	-3.32	-0.80
533	-6.53	-3.58	-0.64
534	-6.48	-3.59	-1.09
535	-6.68	-3.87	-1.51
536	-6.83	-4.15	-1.45
537	-6.85	-4.08	-1.67
538	-7.28	-4.34	-1.78
539	-7.86	-4.74	-2.19
540	-8.38	-4.99	-2.16
541	-8.22	-5.13	-2.39
542	-8.55	-5.16	-2.62
543	-8.17	-5.11	-2.38
544	-8.07	-5.11	-2.47
545	-8.00	-5.00	-2.25
546	-8.16	-4.94	-1.95
547	-7.84	-5.04	-2.72
548	-8.28	-5.13	-2.60
549	-8.22	-5.14	-2.52
550	-7.94	-5.04	-2.55
551	-7.68	-4.96	-2.39
552	-7.94	-4.94	-2.24
553	-7.66	-4.77	-2.08
554	-7.39	-4.75	-2.19
555	-7.46	-4.59	-2.16
556	-7.25	-4.43	-2.09
557	-7.37	-4.36	-2.10
558	-7.22	-4.43	-2.12
559	-7.23	-4.27	-1.78
560	-6.70	-3.88	-1.61
561	-6.12	-3.71	-1.40
562	-6.27	-3.63	-1.14
563	-6.48	-3.60	-1.18
564	-6.46	-3.56	-0.89
565	-6.71	-3.53	-1.13
566	-6.48	-3.57	-0.81
567	-6.39	-3.43	-0.86
568	-6.15	-3.38	-0.69
569	-6.11	-3.36	-0.57
570	-5.61	-2.98	-0.14
571	-5.06	-2.38	-0.19
572	-4.99	-1.96	0.58
573	-4.14	-1.45	1.31
574	-3.64	-1.19	1.50
575	-3.68	-0.99	1.44
576	-3.25	-0.84	1.70
577	-3.31	-0.81	1.65
578	-3.65	-0.80	1.47
579	-3.11	-0.58	2.00
580	-3.35	-0.73	1.86
581	-3.54	-1.13	1.24
582	-3.63	-1.26	1.00
583	-3.84	-1.20	0.80
584	-3.40	-1.38	1.00
585	-3.95	-1.41	0.98
586	-3.88	-1.46	1.02
587	-3.96	-1.52	0.78
588	-4.41	-1.64	0.82
589	-4.16	-1.77	0.79
590	-4.74	-1.92	0.49
591	-4.45	-1.91	0.81
592	-4.28	-1.76	0.75
593	-4.53	-1.65	0.81
594	-4.17	-1.72	0.78
595	-4.15	-1.55	1.06
596	-4.34	-1.72	0.83
597	-4.21	-1.73	0.95
598	-4.13	-1.69	0.54
599	-4.09	-1.47	0.96
600	-4.01	-1.45	0.75
601	-3.66	-1.44	1.00
602	-3.76	-1.27	1.16
603	-3.71	-1.09	1.09
604	-3.24	-0.91	1.35
605	-3.75	-1.01	1.24
606	-3.69	-1.15	1.64
607	-3.86	-1.15	1.48
608	-3.58	-1.00	1.56
609	-3.44	-1.02	1.38
610	-3.25	-0.99	1.47
611	-3.28	-0.96	1.42
612	-3.31	-0.87	1.81
613	-3.22	-0.91	1.71
614	-3.45	-0.89	1.47
615	-3.42	-1.06	1.28
616	-3.59	-1.18	1.17
617	-3.60	-1.19	1.26
618	-3.47	-1.12	1.18
619	-3.45	-0.98	1.62
620	-3.59	-1.07	1.41
621	-3.62	-1.17	1.18
622	-3.96	-1.48	0.95
623	-4.43	-1.79	0.87
624	-4.39	-1.88	0.64
625	-4.65	-1.96	0.78
626	-4.67	-2.22	0.23
627	-5.18	-2.66	-0.13
628	-5.58	-2.83	-0.06
629	-6.04	-3.19	-0.63
630	-6.76	-3.62	-1.17
631	-7.02	-3.89	-1.48
632	-6.87	-4.03	-1.64
633	-7.20	-4.17	-1.71
634	-7.23	-4.21	-1.52
635	-7.13	-4.20	-1.84
636	-7.14	-4.32	-1.67
637	-7.33	-4.50	-1.84
638	-7.47	-4.67	-2.29
639	-7.86	-4.75	-2.02
640	-7.59	-4.74	-2.09
641	-7.50	-4.69	-2.16
642	-7.53	-4.66	-2.20
643	-7.29	-4.56	-2.17
644	-7.20	-4.49	-1.93
645	-7.03	-4.25	-1.62
646	-6.53	-3.91	-1.50
647	-6.59	-3.67	-1.31
648	-6.56	-3.67	-1.20
649	-6.68	-3.63	-0.92
650	-6.80	-3.81	-0.92
651	-6.94	-3.85	-1.05
652	-7.10	-4.04	-1.04
653	-7.34	-4.23	-1.47
654	-7.62	-4.54	-2.11
655	-7.63	-4.61	-1.60
656	-7.64	-4.57	-1.87
657	-7.49	-4.61	-1.95
658	-7.60	-4.59	-1.88
659	-7.53	-4.65	-2.04
660	-7.72	-4.73	-2.16
661	-7.75	-4.70	-1.99
662	-7.82	-4.79	-2.18
663	-8.14	-4.88	-1.98
664	-8.07	-4.78	-2.26
665	-7.44	-4.74	-2.20
666	-7.28	-4.43	-1.84
667	-6.90	-4.15	-1.12
668	-6.95	-4.03	-1.24
669	-7.11	-3.94	-1.61
670	-6.96	-4.18	-1.61
671	-7.37	-4.33	-1.78
672	-7.44	-4.53	-1.56
673	-7.57	-4.22	-1.63
674	-7.51	-4.21	-1.69
675	-7.44	-4.15	-1.50
676	-6.76	-4.08	-1.39
677	-6.71	-3.94	-1.48
678	-7.14	-3.92	-1.41
679	-6.78	-3.97	-1.27
680	-7.31	-3.95	-1.32
681	-6.82	-4.01	-1.10
682	-6.94	-3.86	-1.34
683	-6.75	-3.77	-0.97
684	-6.42	-3.76	-1.30
685	-6.31	-3.74	-1.26
686	-6.37	-3.65	-1.34
687	-6.66	-3.64	-1.20
688	-6.23	-3.62	-1.13
689	-6.16	-3.49	-1.07
690	-5.69	-2.98	-0.53
691	-5.50	-3.03	-0.65
692	-5.59	-2.76	-0.29
693	-4.91	-2.51	-0.33
694	-5.06	-2.31	0.56
695	-5.02	-2.35	0.25
696	-5.15	-2.37	0.08
697	-4.74	-1.99	0.61
698	-4.15	-1.55	0.92
699	-4.09	-1.65	1.01
700	-4.38	-1.73	0.54
701	-4.34	-1.63	0.68
702	-4.23	-1.72	0.84
703	-3.88	-1.50	0.94
704	-3.70	-1.31	0.93
705	-3.29	-1.22	1.08
706	-3.47	-0.98	1.22
707	-3.38	-1.20	1.25
708	-3.62	-1.24	1.08
709	-4.18	-1.29	1.03
710	-3.98	-1.57	0.50
711	-4.59	-1.97	0.17
712	-4.90	-2.31	0.05
713	-5.49	-2.76	-0.65
714	-5.67	-3.27	-1.03
715	-5.82	-3.30	-1.04
716	-5.87	-3.52	-1.13
717	-6.37	-3.69	-1.60
718	-6.82	-3.81	-1.35
719	-6.64	-3.93	-1.85
720	-6.51	-3.96	-1.53
721	-6.56	-3.95	-1.58
722	-6.37	-3.95	-1.42
723	-6.68	-3.97	-1.52
724	-6.52	-3.89	-1.36
725	-6.62	-3.96	-1.55
726	-6.71	-3.93	-1.45
727	-6.20	-3.83	-1.40
728	-6.42	-3.68	-1.37
729	-6.87	-3.67	-0.74
730	-7.06	-3.55	-1.29
731	-6.37	-3.55	-1.15
732	-6.37	-3.47	-1.14
733	-6.47	-3.48	-0.64
734	-6.53	-3.39	-0.15
735	-6.20	-3.15	-0.29
736	-5.99	-2.98	0.14
737	-5.82	-2.87	-0.17
738	-5.62	-2.98	-0.60
739	-5.52	-3.05	-0.46
740	-5.60	-3.17	-1.00
741	-5.97	-3.15	-0.88
742	-5.61	-3.15	-1.13
743	-5.70	-3.14	-0.67
744	-5.53	-3.01	-0.87
745	-6.04	-3.17	-0.83
746	-5.98	-3.18	-0.84
747	-6.28	-3.31	-0.70
748	-6.28	-3.34	-0.90
749	-6.97	-3.62	-0.76
750	-7.33	-3.79	-0.79
751	-8.11	-4.14	-0.98
752	-8.62	-4.58	-1.77
753	-9.22	-5.23	-2.01
754	-9.07	-5.68	-2.59
755	-9.14	-5.74	-1.76
756	-9.27	-5.77	-1.79
757	-9.35	-5.54	-1.81
758	-9.07	-5.22	-1.62
759	-9.11	-4.88	-1.29
760	-8.40	-4.35	-0.70
761	-7.48	-4.02	-0.97
762	-7.39	-3.62	-0.07
763	-6.48	-3.39	0.20
764	-6.47	-3.19	0.21
765	-6.55	-3.08	0.06
766	-6.22	-3.09	0.79
767	-6.55	-3.07	0.29
768	-6.51	-3.30	-0.02
769	-6.72	-3.43	-0.16
770	-6.64	-3.22	-0.05
771	-6.57	-3.45	0.21
772	-6.88	-3.46	0.58
773	-6.81	-3.28	0.22
774	-6.43	-2.85	0.83
775	-6.65	-2.62	0.89
776	-6.31	-2.51	0.92
777	-5.74	-2.42	0.85
778	-5.48	-2.33	0.35
779	-5.03	-2.10	0.73
780	-4.97	-2.14	0.86
781	-4.98	-1.90	0.55
782	-4.94	-1.92	0.44
783	-5.05	-2.14	0.23
784	-4.82	-2.08	0.64
785	-4.95	-2.20	0.63
786	-5.08	-2.45	-0.05
787	-5.12	-2.59	-0.01
788	-5.66	-2.78	0.24
789	-5.42	-2.99	-0.58
790	-6.42	-3.22	-0.62
791	-7.86	-4.14	-1.44
792	-8.33	-5.15	-2.54
793	-8.56	-5.44	-3.13
794	-9.21	-5.58	-3.00
795	-8.79	-5.86	-3.07
796	-9.31	-6.04	-3.36
797	-9.73	-6.25	-3.80
798	-10.14	-6.53	-3.63
799	-10.21	-6.82	-3.97
800	-10.83	-6.95	-4.35
801	-10.53	-7.18	-4.36
802	-10.53	-7.21	-4.19
803	-10.84	-7.07	-4.30
804	-9.65	-6.23	-3.20
805	-9.49	-6.14	-3.41
806	-9.58	-6.10	-3.03
807	-9.39	-6.11	-3.00
808	-9.11	-5.79	-3.21
809	-8.91	-5.67	-2.74
810	-8.75	-5.64	-2.59
811	-8.49	-5.22	-2.20
812	-8.31	-4.99	-2.38
813	-8.05	-4.78	-2.32
814	-7.54	-4.54	-1.67
815	-7.26	-4.12	-1.56
816	-6.99	-4.06	-1.44
817	-6.99	-4.05	-1.35
818	-6.61	-3.96	-1.44
819	-6.67	-3.95	-1.32
820	-6.78	-3.73	-1.53
821	-6.55	-3.65	-1.01
822	-6.63	-3.58	-0.50
823	-5.63	-2.88	-0.41
824	-4.83	-2.37	0.21
825	-4.64	-2.15	0.33
826	-4.79	-2.03	0.58
827	-4.75	-2.15	0.57
828	-5.32	-2.26	0.37
829	-4.96	-2.44	0.17
830	-5.43	-2.72	-0.16
831	-5.52	-3.01	-0.72
832	-5.99	-3.11	-0.44
833	-5.86	-3.13	-0.53
834	-6.28	-3.28	-0.73
835	-6.22	-3.23	-0.72
836	-6.24	-3.35	-0.89
837	-6.24	-3.51	-0.83
838	-6.12	-3.40	-0.69
839	-6.21	-3.40	-1.16
